               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.023956,            0.012103,            0.021664,             0.88801,             0.82745,             0.89492,             0.73106,            0.016042,           0.0036558,           0.0055478,            0.004753,            0.004753,            0.004753
                 161,             0.02446,            0.012115,            0.021755,             0.75873,              0.8097,             0.85048,              0.6852,            0.016274,           0.0037147,           0.0058612,             0.00472,             0.00472,             0.00472
                 162,            0.026683,            0.012186,            0.020857,             0.71622,             0.65065,             0.74614,             0.57478,            0.017177,           0.0035948,            0.014472,            0.004687,            0.004687,            0.004687
                 163,            0.025121,            0.012386,            0.022479,             0.82237,             0.80249,             0.87092,             0.71284,            0.017012,           0.0034196,           0.0068348,            0.004654,            0.004654,            0.004654
                 164,             0.02298,            0.011838,            0.022109,             0.71793,             0.67589,             0.73404,             0.55236,            0.019012,           0.0044611,            0.011297,            0.004621,            0.004621,            0.004621
                 165,            0.025028,            0.011984,            0.022432,             0.89148,             0.83572,             0.88563,             0.72302,            0.016631,           0.0034273,           0.0055078,            0.004588,            0.004588,            0.004588
                 166,            0.024321,            0.011757,             0.02104,             0.92324,             0.80761,             0.90315,                0.73,            0.015972,           0.0033394,           0.0053859,            0.004555,            0.004555,            0.004555
                 167,            0.023855,            0.011266,            0.021685,             0.84416,             0.83707,             0.88184,              0.7103,            0.015891,           0.0034548,           0.0059464,            0.004522,            0.004522,            0.004522
                 168,            0.025754,              0.0121,            0.021678,             0.84352,             0.77205,             0.86507,             0.70704,            0.016774,           0.0034907,           0.0075761,            0.004489,            0.004489,            0.004489
                 169,            0.024075,            0.011524,            0.021408,             0.86071,             0.74223,              0.8648,             0.70101,            0.017361,           0.0035314,           0.0054082,            0.004456,            0.004456,            0.004456
                 170,            0.023757,            0.012056,            0.019547,             0.88525,             0.83175,             0.88885,             0.72676,            0.015798,           0.0033278,           0.0051996,            0.004423,            0.004423,            0.004423
                 171,            0.022668,            0.011336,             0.02258,             0.85317,             0.85406,             0.90897,             0.73815,            0.015941,           0.0033695,           0.0053286,             0.00439,             0.00439,             0.00439
                 172,            0.022762,            0.011735,            0.020955,             0.81738,             0.81099,             0.85962,             0.71646,            0.015251,           0.0032186,           0.0063792,            0.004357,            0.004357,            0.004357
                 173,            0.023575,            0.011766,            0.021009,             0.76098,             0.76201,             0.76563,             0.59761,            0.016958,            0.003943,           0.0084073,            0.004324,            0.004324,            0.004324
                 174,            0.023684,            0.011568,            0.021783,             0.89813,             0.85969,             0.89356,             0.73689,            0.015562,           0.0031986,           0.0058193,            0.004291,            0.004291,            0.004291
                 175,            0.023741,             0.01167,            0.020239,             0.63843,             0.53085,             0.63246,             0.42293,            0.019387,           0.0050755,            0.012349,            0.004258,            0.004258,            0.004258
                 176,            0.024763,            0.012406,            0.020389,             0.86633,             0.84934,             0.90357,             0.75316,            0.015658,           0.0037736,           0.0061341,            0.004225,            0.004225,            0.004225
                 177,            0.023546,            0.011789,             0.02033,             0.91703,             0.86194,             0.92267,             0.74787,            0.015926,           0.0034158,           0.0036333,            0.004192,            0.004192,            0.004192
                 178,            0.025031,             0.01189,             0.01886,             0.75939,             0.68669,             0.77667,             0.60746,            0.017378,           0.0039918,            0.011879,            0.004159,            0.004159,            0.004159
                 179,            0.024106,            0.011592,             0.02043,             0.87483,             0.84524,             0.91484,             0.75663,            0.015629,           0.0034153,           0.0056588,            0.004126,            0.004126,            0.004126
                 180,            0.023505,            0.011802,            0.022244,             0.88804,             0.86781,             0.92266,             0.75242,             0.01601,           0.0033966,           0.0054251,            0.004093,            0.004093,            0.004093
                 181,            0.022061,            0.011471,            0.021468,              0.8603,             0.85113,             0.88942,             0.73454,            0.014684,           0.0033166,             0.00652,             0.00406,             0.00406,             0.00406
                 182,            0.022435,            0.011557,            0.019513,             0.85105,             0.81997,             0.89116,             0.72341,            0.014939,           0.0032854,            0.006098,            0.004027,            0.004027,            0.004027
                 183,            0.021715,            0.010888,            0.020081,             0.83047,              0.8537,             0.89196,             0.74323,            0.016145,           0.0033282,           0.0037967,            0.003994,            0.003994,            0.003994
                 184,            0.022155,            0.011497,            0.019762,             0.86245,             0.88453,             0.92562,             0.77826,            0.014859,           0.0032654,           0.0047906,            0.003961,            0.003961,            0.003961
                 185,            0.023665,            0.011265,            0.019202,             0.88885,             0.91355,              0.9302,             0.79484,            0.014039,           0.0030788,           0.0058807,            0.003928,            0.003928,            0.003928
                 186,             0.02391,            0.011619,            0.020011,             0.86324,             0.85874,             0.89976,             0.75161,            0.014601,           0.0032724,           0.0055802,            0.003895,            0.003895,            0.003895
                 187,            0.023687,            0.011785,            0.021181,             0.91414,             0.83551,             0.89885,             0.74529,             0.01443,           0.0032791,           0.0052673,            0.003862,            0.003862,            0.003862
                 188,            0.023169,            0.011606,            0.022586,             0.86368,             0.81817,             0.90073,             0.75263,            0.013499,           0.0031985,            0.005559,            0.003829,            0.003829,            0.003829
                 189,            0.024348,            0.011426,            0.020557,             0.89383,             0.83911,             0.88946,              0.7375,             0.01536,           0.0031165,           0.0061824,            0.003796,            0.003796,            0.003796
                 190,            0.022237,            0.011441,            0.019655,             0.91694,             0.79835,             0.90633,             0.77221,            0.013829,           0.0030866,           0.0062512,            0.003763,            0.003763,            0.003763
                 191,            0.023893,            0.011438,            0.019625,             0.84911,              0.8354,             0.88648,             0.73581,            0.014537,           0.0033975,           0.0055656,             0.00373,             0.00373,             0.00373
                 192,            0.023492,             0.01158,            0.021355,             0.85076,             0.87302,             0.90299,             0.74424,            0.014791,           0.0034887,           0.0053742,            0.003697,            0.003697,            0.003697
                 193,            0.021625,            0.011571,            0.018643,             0.80176,             0.85779,             0.89998,             0.74936,            0.015377,           0.0032438,           0.0058541,            0.003664,            0.003664,            0.003664
                 194,            0.022008,            0.011057,            0.019533,             0.87051,              0.8299,             0.91449,              0.7764,            0.014915,           0.0029884,           0.0059233,            0.003631,            0.003631,            0.003631
                 195,            0.023088,             0.01109,            0.022433,             0.86501,             0.83151,             0.89714,             0.75031,            0.015111,           0.0030291,           0.0049916,            0.003598,            0.003598,            0.003598
                 196,            0.022752,            0.011345,            0.019233,             0.89657,              0.8352,             0.91384,             0.77645,            0.014521,           0.0031262,           0.0061194,            0.003565,            0.003565,            0.003565
                 197,            0.023724,            0.011124,            0.019357,             0.90187,             0.85929,             0.92658,             0.76729,            0.014688,            0.003255,           0.0061135,            0.003532,            0.003532,            0.003532
                 198,            0.023363,            0.011025,            0.019226,             0.86356,             0.83322,             0.87828,             0.73592,            0.014218,           0.0033462,           0.0065885,            0.003499,            0.003499,            0.003499
                 199,            0.022193,            0.011155,            0.021537,             0.87524,             0.86317,             0.91179,             0.76442,            0.014985,           0.0032831,           0.0054325,            0.003466,            0.003466,            0.003466
                 200,            0.021568,            0.010955,            0.018471,             0.88539,             0.80826,             0.88091,             0.74851,            0.014275,           0.0031003,           0.0058444,            0.003433,            0.003433,            0.003433
                 201,            0.021959,            0.011097,            0.018555,             0.83434,             0.83853,             0.85635,                0.71,            0.015051,           0.0032961,           0.0061705,              0.0034,              0.0034,              0.0034
                 202,            0.023465,            0.011191,            0.020069,             0.86813,             0.87693,             0.91458,             0.76008,            0.014713,           0.0031368,           0.0048956,            0.003367,            0.003367,            0.003367
                 203,            0.021839,            0.010528,            0.017194,             0.90032,             0.87423,             0.92635,             0.77419,            0.014533,           0.0030822,           0.0050928,            0.003334,            0.003334,            0.003334
                 204,            0.023782,            0.011149,            0.020288,             0.89554,             0.88841,             0.92573,              0.7531,            0.014186,           0.0031985,           0.0041461,            0.003301,            0.003301,            0.003301
                 205,            0.022585,            0.011183,            0.021241,             0.89971,             0.88879,              0.9174,             0.76063,            0.015724,           0.0032806,           0.0043133,            0.003268,            0.003268,            0.003268
                 206,             0.02158,            0.010896,            0.018877,             0.91098,              0.8711,             0.91264,             0.76984,             0.01394,           0.0031781,           0.0047729,            0.003235,            0.003235,            0.003235
                 207,            0.022128,            0.010791,            0.018394,             0.90019,             0.87126,             0.91372,             0.78959,            0.014133,           0.0030992,           0.0048975,            0.003202,            0.003202,            0.003202
                 208,            0.021588,            0.010736,             0.01953,             0.90733,             0.81668,             0.90467,             0.78155,            0.014675,           0.0031489,            0.005289,            0.003169,            0.003169,            0.003169
                 209,            0.021561,            0.011048,            0.017764,             0.81974,             0.79233,             0.83477,             0.70311,            0.014135,           0.0032617,           0.0084339,            0.003136,            0.003136,            0.003136
                 210,            0.022162,            0.010908,            0.019586,             0.88979,             0.84801,              0.9072,             0.75687,            0.014757,           0.0031938,           0.0051259,            0.003103,            0.003103,            0.003103
                 211,            0.021336,            0.010524,            0.018304,             0.86192,             0.88386,              0.9115,              0.7922,            0.013932,            0.003034,           0.0049433,             0.00307,             0.00307,             0.00307
                 212,             0.02207,            0.011048,            0.019654,             0.88659,             0.87102,             0.92823,              0.8057,             0.01399,           0.0029247,           0.0049951,            0.003037,            0.003037,            0.003037
                 213,            0.021784,            0.010625,            0.018371,             0.92285,             0.87163,             0.92632,             0.78737,             0.01372,            0.003038,           0.0063122,            0.003004,            0.003004,            0.003004
                 214,             0.02206,            0.011114,            0.018969,             0.90788,             0.86804,             0.92993,             0.76601,            0.014568,           0.0031371,            0.005924,            0.002971,            0.002971,            0.002971
                 215,            0.021495,            0.010301,            0.018721,             0.86347,             0.82051,              0.8818,             0.73859,             0.01437,           0.0031619,           0.0086072,            0.002938,            0.002938,            0.002938
                 216,            0.022876,            0.010975,            0.018924,             0.89663,             0.88512,             0.93178,             0.78712,            0.014621,           0.0030049,           0.0051961,            0.002905,            0.002905,            0.002905
                 217,            0.022023,            0.010883,            0.017508,             0.85045,             0.85646,              0.9019,             0.75185,            0.015315,           0.0032579,           0.0055821,            0.002872,            0.002872,            0.002872
                 218,            0.021963,            0.011025,            0.019156,             0.86765,             0.83696,             0.90504,             0.77852,            0.014251,           0.0030323,           0.0049873,            0.002839,            0.002839,            0.002839
                 219,            0.021415,            0.010846,            0.017638,             0.82511,             0.86286,             0.89739,             0.76226,            0.014736,            0.003166,           0.0053216,            0.002806,            0.002806,            0.002806
                 220,            0.022933,            0.011088,            0.019162,             0.82303,             0.90326,             0.90981,             0.76107,            0.015739,           0.0031735,           0.0055553,            0.002773,            0.002773,            0.002773
                 221,            0.022087,            0.010616,            0.018688,             0.87542,             0.89729,             0.93262,             0.79554,            0.014844,           0.0031284,           0.0036548,             0.00274,             0.00274,             0.00274
                 222,            0.020199,            0.010537,             0.01667,              0.8887,             0.88571,             0.92337,             0.79085,            0.014876,           0.0031178,            0.004232,            0.002707,            0.002707,            0.002707
                 223,            0.021468,            0.010473,            0.016663,             0.92285,             0.89291,             0.93807,             0.80885,            0.014252,            0.002996,           0.0039546,            0.002674,            0.002674,            0.002674
                 224,            0.021003,            0.010512,             0.01742,             0.92954,             0.87359,             0.93679,             0.80583,            0.014603,           0.0029608,           0.0045651,            0.002641,            0.002641,            0.002641
                 225,            0.021679,            0.010299,            0.018598,             0.90545,             0.86341,             0.92664,             0.79925,            0.014729,           0.0031287,           0.0056615,            0.002608,            0.002608,            0.002608
                 226,             0.02021,            0.010759,            0.017984,             0.89368,              0.8963,             0.91497,             0.78329,            0.014606,           0.0032104,           0.0053777,            0.002575,            0.002575,            0.002575
                 227,            0.021918,             0.01057,            0.016554,             0.81416,             0.86698,             0.89804,             0.76839,             0.01475,            0.003346,           0.0050098,            0.002542,            0.002542,            0.002542
                 228,            0.020563,             0.01023,            0.018204,             0.89415,             0.88737,             0.91864,             0.79675,            0.014215,           0.0029356,           0.0045874,            0.002509,            0.002509,            0.002509
                 229,             0.02205,            0.010606,            0.019165,             0.90704,             0.83352,             0.92054,             0.79902,            0.014033,           0.0028847,           0.0052878,            0.002476,            0.002476,            0.002476
                 230,            0.021039,            0.010556,            0.017257,             0.90065,               0.894,             0.93154,             0.80927,            0.014837,           0.0029401,            0.004347,            0.002443,            0.002443,            0.002443
                 231,             0.02103,            0.010532,            0.018546,             0.85764,             0.87181,             0.90682,             0.76614,            0.014649,           0.0032289,           0.0058395,             0.00241,             0.00241,             0.00241
                 232,            0.019903,            0.010186,            0.018395,             0.89959,             0.88555,              0.9503,             0.81011,            0.014267,           0.0029243,           0.0051272,            0.002377,            0.002377,            0.002377
                 233,            0.021596,            0.010609,             0.01923,             0.90175,             0.87061,             0.93614,              0.8047,            0.015622,           0.0030369,           0.0049017,            0.002344,            0.002344,            0.002344
                 234,            0.020479,            0.010277,            0.016664,             0.87101,               0.851,             0.91874,             0.79166,            0.014778,           0.0029692,           0.0044532,            0.002311,            0.002311,            0.002311
                 235,            0.022277,            0.010783,            0.016203,             0.89206,             0.86397,             0.92683,             0.80829,            0.014642,           0.0028435,           0.0039406,            0.002278,            0.002278,            0.002278
                 236,            0.020472,            0.010609,             0.01554,             0.89515,             0.88668,              0.9263,             0.80561,            0.015023,           0.0029326,           0.0035614,            0.002245,            0.002245,            0.002245
                 237,            0.020274,            0.010144,            0.016568,             0.92792,             0.91727,             0.93941,              0.8125,            0.014453,           0.0029313,           0.0034851,            0.002212,            0.002212,            0.002212
                 238,              0.0208,            0.010623,            0.016152,             0.91025,             0.92511,             0.94614,             0.82614,            0.014079,             0.00279,           0.0038903,            0.002179,            0.002179,            0.002179
                 239,            0.019395,            0.010539,            0.016915,             0.89551,             0.89754,             0.93581,             0.81575,            0.014104,           0.0028878,           0.0043541,            0.002146,            0.002146,            0.002146
                 240,            0.018697,            0.010088,            0.017325,             0.90199,             0.87872,             0.93145,             0.80821,            0.013443,           0.0029932,           0.0046085,            0.002113,            0.002113,            0.002113
                 241,            0.021159,            0.010638,            0.016013,              0.9285,             0.86262,             0.93535,             0.81828,            0.012887,           0.0029563,           0.0039667,             0.00208,             0.00208,             0.00208
                 242,            0.018949,            0.010022,            0.014891,             0.90084,             0.92124,             0.93437,              0.8197,            0.013267,           0.0028685,            0.004335,            0.002047,            0.002047,            0.002047
                 243,            0.020754,            0.010011,             0.01636,             0.86347,             0.89837,             0.92062,             0.78907,            0.014476,           0.0030527,           0.0042352,            0.002014,            0.002014,            0.002014
                 244,            0.018773,            0.009883,             0.01553,             0.94939,             0.86073,               0.935,             0.81157,            0.013498,           0.0029173,           0.0045698,            0.001981,            0.001981,            0.001981
                 245,            0.020297,            0.010559,            0.018707,             0.94366,             0.89739,             0.95212,             0.82522,            0.013237,           0.0027996,            0.003771,            0.001948,            0.001948,            0.001948
                 246,            0.019339,            0.010162,            0.016885,             0.92215,             0.89113,             0.93461,             0.81036,            0.013657,           0.0028037,           0.0043417,            0.001915,            0.001915,            0.001915
                 247,            0.019696,           0.0099852,            0.017028,             0.91194,             0.92045,             0.94408,             0.83281,            0.014653,           0.0028451,           0.0037279,            0.001882,            0.001882,            0.001882
                 248,             0.01982,             0.01018,            0.017263,              0.8657,             0.85925,             0.92171,             0.80654,            0.014227,           0.0028206,           0.0041454,            0.001849,            0.001849,            0.001849
                 249,            0.019627,             0.01016,            0.015555,             0.89723,             0.90389,             0.95304,              0.8382,             0.01358,           0.0027166,           0.0038668,            0.001816,            0.001816,            0.001816
                 250,            0.018434,           0.0093108,            0.014972,             0.89943,             0.84629,             0.92612,             0.79335,            0.014257,           0.0030155,           0.0043023,            0.001783,            0.001783,            0.001783
                 251,             0.01973,            0.010308,            0.016298,             0.88914,             0.87908,             0.93263,             0.81318,            0.013953,           0.0028097,           0.0049043,             0.00175,             0.00175,             0.00175
                 252,            0.020159,            0.010496,             0.01669,             0.92191,             0.88383,             0.93058,             0.81077,            0.013276,           0.0028454,           0.0044235,            0.001717,            0.001717,            0.001717
                 253,            0.020913,            0.009665,            0.017412,             0.91094,             0.89382,             0.93401,             0.82822,            0.014243,             0.00273,           0.0046031,            0.001684,            0.001684,            0.001684
                 254,            0.019654,            0.010137,            0.016848,             0.94773,             0.90961,             0.93725,             0.82223,            0.013549,           0.0028054,            0.004126,            0.001651,            0.001651,            0.001651
                 255,            0.019944,            0.010243,            0.015528,             0.91194,             0.90047,              0.9427,             0.82258,            0.014962,            0.002852,           0.0031567,            0.001618,            0.001618,            0.001618
                 256,            0.019393,            0.010031,            0.013835,             0.84235,             0.91984,             0.92362,             0.78918,            0.015423,           0.0030577,           0.0033057,            0.001585,            0.001585,            0.001585
                 257,            0.019817,            0.010063,            0.017558,              0.9246,              0.9099,             0.95085,              0.8419,            0.014232,           0.0027815,           0.0034236,            0.001552,            0.001552,            0.001552
                 258,            0.019871,           0.0099289,             0.01514,             0.92221,             0.90262,             0.93946,             0.82644,            0.013319,           0.0027719,           0.0037436,            0.001519,            0.001519,            0.001519
                 259,            0.018719,           0.0098711,            0.015718,             0.90242,             0.93385,             0.93941,             0.83052,            0.013937,           0.0027382,            0.004321,            0.001486,            0.001486,            0.001486
                 260,            0.018459,            0.009551,            0.016541,             0.93914,              0.8869,             0.93444,             0.82868,            0.014136,           0.0027496,           0.0044902,            0.001453,            0.001453,            0.001453
                 261,            0.019409,           0.0098176,            0.015011,             0.82937,             0.80778,             0.85421,             0.70562,            0.015659,           0.0033418,           0.0076335,             0.00142,             0.00142,             0.00142
                 262,            0.018767,           0.0095764,            0.014669,             0.93825,             0.87531,             0.94018,             0.82133,            0.014539,           0.0027022,           0.0048759,            0.001387,            0.001387,            0.001387
                 263,            0.018363,           0.0095589,            0.014858,             0.95824,              0.8247,              0.9458,             0.83964,            0.014608,           0.0026668,           0.0041444,            0.001354,            0.001354,            0.001354
                 264,            0.018921,           0.0097035,            0.015494,             0.90102,             0.86529,             0.92889,             0.82197,            0.014342,           0.0026221,           0.0053257,            0.001321,            0.001321,            0.001321
                 265,            0.020054,             0.01021,            0.016705,             0.94142,             0.85525,             0.93477,             0.81894,            0.014387,           0.0028072,           0.0037803,            0.001288,            0.001288,            0.001288
                 266,             0.01907,           0.0095086,            0.016835,             0.89159,             0.92348,             0.94342,             0.82639,            0.013623,            0.002766,           0.0036319,            0.001255,            0.001255,            0.001255
                 267,            0.019084,           0.0097139,            0.016494,             0.92619,             0.91012,             0.94581,                0.84,            0.013608,           0.0026908,           0.0036741,            0.001222,            0.001222,            0.001222
                 268,             0.01893,           0.0095298,            0.016363,             0.85724,             0.78512,             0.85312,             0.71414,            0.014877,           0.0032803,            0.006478,            0.001189,            0.001189,            0.001189
                 269,            0.018775,            0.009886,            0.015442,             0.90973,             0.92974,             0.94461,             0.83794,             0.01405,           0.0028192,           0.0032057,            0.001156,            0.001156,            0.001156
                 270,            0.018342,            0.009848,            0.013407,             0.89816,              0.9081,             0.94527,             0.82573,            0.013431,           0.0027851,           0.0043913,            0.001123,            0.001123,            0.001123
                 271,            0.018113,           0.0097068,            0.013955,             0.93001,             0.90517,             0.94193,             0.83159,            0.013308,           0.0026656,           0.0046383,             0.00109,             0.00109,             0.00109
                 272,            0.017796,           0.0093837,            0.016317,             0.95125,              0.8788,             0.93758,             0.82743,            0.013572,           0.0027293,           0.0045201,            0.001057,            0.001057,            0.001057
                 273,            0.019156,           0.0099254,            0.014858,             0.95519,             0.87549,             0.93791,             0.83415,             0.01344,           0.0027016,           0.0045716,            0.001024,            0.001024,            0.001024
                 274,            0.018603,            0.010134,            0.014244,             0.95584,             0.86889,             0.94182,             0.83244,            0.013556,             0.00265,           0.0046462,            0.000991,            0.000991,            0.000991
                 275,            0.019624,           0.0099684,            0.014527,             0.92321,             0.93481,             0.95237,             0.85059,            0.013468,            0.002625,           0.0042044,            0.000958,            0.000958,            0.000958
                 276,            0.019104,            0.009716,            0.014187,             0.94279,              0.8814,             0.94177,             0.83861,            0.013386,           0.0026153,           0.0047211,            0.000925,            0.000925,            0.000925
                 277,             0.01676,           0.0095495,            0.014147,             0.89233,             0.91529,              0.9399,             0.82501,            0.013458,             0.00264,            0.004302,            0.000892,            0.000892,            0.000892
                 278,            0.018658,           0.0096963,            0.013357,             0.92194,             0.92171,             0.94458,             0.83716,            0.013585,           0.0025986,           0.0037755,            0.000859,            0.000859,            0.000859
                 279,            0.019088,           0.0094356,            0.013835,             0.94216,             0.92646,             0.95013,             0.84717,            0.013063,           0.0025936,           0.0034508,            0.000826,            0.000826,            0.000826
                 280,             0.01971,           0.0094786,            0.014779,             0.93461,             0.92766,             0.94928,             0.85349,            0.013178,           0.0025495,           0.0038777,            0.000793,            0.000793,            0.000793
                 281,            0.017421,            0.009504,            0.011569,             0.91291,             0.91413,             0.94362,             0.84211,            0.013726,           0.0025678,           0.0040658,             0.00076,             0.00076,             0.00076
                 282,            0.017679,           0.0097321,            0.013067,             0.90398,             0.91575,             0.94764,             0.84645,            0.013609,           0.0025386,           0.0043095,            0.000727,            0.000727,            0.000727
                 283,            0.018328,           0.0091814,            0.014619,             0.91548,             0.93853,             0.95571,               0.858,            0.013945,            0.002513,           0.0042581,            0.000694,            0.000694,            0.000694
                 284,            0.018663,           0.0096006,            0.012713,              0.9234,             0.91419,             0.95027,             0.84951,            0.013953,           0.0025954,           0.0037729,            0.000661,            0.000661,            0.000661
                 285,            0.016942,           0.0094023,            0.013795,             0.92391,             0.91634,             0.95185,             0.85087,            0.013753,           0.0026755,           0.0033437,            0.000628,            0.000628,            0.000628
                 286,            0.017437,           0.0096888,            0.011803,             0.92599,             0.91975,             0.95762,             0.85431,             0.01353,           0.0026143,            0.003618,            0.000595,            0.000595,            0.000595
                 287,            0.018439,           0.0091958,             0.01317,             0.93792,             0.95116,             0.96053,             0.85577,            0.013422,           0.0025629,           0.0038664,            0.000562,            0.000562,            0.000562
                 288,            0.017527,           0.0090929,            0.013153,             0.91323,             0.94283,              0.9591,             0.85779,            0.013219,           0.0025097,           0.0043107,            0.000529,            0.000529,            0.000529
                 289,            0.018034,            0.009272,            0.012141,             0.93148,             0.92246,             0.95366,             0.85414,            0.013259,           0.0025037,           0.0044934,            0.000496,            0.000496,            0.000496
                 290,            0.017677,           0.0095435,            0.012708,             0.92713,             0.93279,             0.94762,             0.84779,            0.013477,            0.002541,           0.0045661,            0.000463,            0.000463,            0.000463
                 291,            0.017461,           0.0091267,            0.011089,             0.92691,             0.92664,             0.94775,               0.848,            0.013675,           0.0025582,           0.0044837,             0.00043,             0.00043,             0.00043
                 292,            0.016775,            0.009416,            0.012856,             0.91302,             0.93254,             0.95419,             0.85247,            0.013811,           0.0025303,           0.0043546,            0.000397,            0.000397,            0.000397
                 293,            0.017877,           0.0093741,            0.011775,             0.93043,             0.94032,             0.95608,             0.85767,            0.013928,           0.0025182,           0.0039499,            0.000364,            0.000364,            0.000364
                 294,            0.019099,           0.0091722,            0.014281,             0.92774,             0.94082,              0.9586,             0.85559,            0.013978,           0.0025025,            0.003848,            0.000331,            0.000331,            0.000331
                 295,            0.017844,           0.0092924,            0.013248,             0.93431,             0.93505,              0.9546,             0.85367,            0.013736,           0.0025508,           0.0037062,            0.000298,            0.000298,            0.000298
                 296,            0.017129,           0.0094273,             0.01196,             0.92145,             0.94821,             0.95435,             0.85236,            0.013633,           0.0025344,           0.0035781,            0.000265,            0.000265,            0.000265
                 297,            0.017581,           0.0086425,            0.011446,             0.90977,             0.94622,             0.95324,              0.8546,            0.013361,           0.0025334,           0.0036956,            0.000232,            0.000232,            0.000232
                 298,            0.017694,           0.0094451,            0.010474,              0.9318,              0.9185,             0.95201,             0.85417,            0.013282,           0.0025303,           0.0037065,            0.000199,            0.000199,            0.000199
                 299,            0.017986,           0.0092218,            0.011931,             0.92892,              0.9212,             0.95149,              0.8528,             0.01318,           0.0025393,           0.0036644,            0.000166,            0.000166,            0.000166
